SONG	confidence	% bars in 4	category	beats score	downbeats score	backup beats score	backup downbeats score	BPM	Time Signature	Genre	Metadata											
0520_tonight	2.220264872	100	A	100	100	98.31223629	98.30508475	126	4|4	Pop												
0521_tooclose	1.089764024	100	A	2.895752896	3.846153846	94.41233141	94.61538462	125	4|4	Pop												
0522_turnupthemusic	1.777876375	100	A	82.73684211	92.43697479	80.67226891	0	130	4|4	Dance/Electronic												
0523_ucanttouchthis	2.495413996	100	A	99.45454545	100	99.63636364	0	135	4|4	Hip-Hop												
0524_undoit	1.873491122	100	A	99.1011236	98.1981982	63.96396396	64.28571429	78	4|4	Country												
0525_venus	1.813914538	100	A	99.08675799	99.08256881	98.84792627	99.07834101	126	4|4	Pop												
0526_waitingoutsidethelines	1.652869511	100	A	98.59719439	0	92.91338583	96.82539683	68	4|4	Pop												
0527_wantuback	2.342094468	100	A	97.64011799	96.47058824	88.31360947	70.41420118	98	4|4	Hip-Hop												
0528_werunthenight	2.657662026	100	A	98.93617021	98.30508475	0	0	128	4|4	Dance/Electronic												
0529_werwhower	2.680309864	100	A	99.49874687	100	95.48306148	63.5	120	4|4	Dance/Electronic												
0530_whatthehell	2.18274529	100	A	99.43925234	100	95.68345324	0	150	4|4	Dance/Electronic												
0531_whenwestandtogether	2.348871914	98.61111111	B	98.60627178	77.77777778	97.73123909	96.52777778	94	4|4	Pop	One											
0532_whistle	1.762522087	100	A	58.2010582	58.5106383	0	0	104	4|4	Hip-Hop												
0533_whosays	2.609457083	100	A	99.03536977	0	0	0	101	4|4	Pop												
0534_wideawake	2.178594699	100	A	98.95104895	100	96.84763573	96.5034965	80	4|4	Pop												
0535_withoutyou	2.494484924	100	A	95.34883721	95.37037037	66.04651163	72.22222222	128	4|4	Pop												
0536_workout	3.256286194	100	A	99.71671388	100	97.30878187	99.43181818	93	4|4	Hip-Hop												
0537_writteninthestars	2.212203481	100	A	97.4025974	97.4025974	13.8381201	0	92	4|4	Hip-Hop												
0538_you	2.447594525	100	A	96.42857143	96.82539683	0	0	96	4|4	Country												
0539_youandi	1.93019544	100	A	98.03536346	97.63779528	82.28346457	82.53968254	63	4|4	Country												
0540_youandme	2.092377145	100	A	97.42765273	97.43589744	97.26688103	96.79487179	89	4|4	Pop												
0541_youdroppedabombonme	2.450282679	100	A	99.59839357	0	56.7839196	0	127	4|4	Pop												
0542_yougetwhatyougive	2.389260316	100	A	99.04397706	99.23076923	96.91417551	99.2248062	114	4|4	Pop												
0543_yougonnafly	2.130004367	97.26027397	B	94.44444444	50	96.76870748	93.87755102	89	4|4	Country												
0544_yougottabe	3.024468786	100	A	98.1530343	97.89473684	96.50067295	0	94	4|4	Pop												
0545_youkeepmehangingon	2.812506955	100	A	96.812749	98.4	94.11764706	94.8	123	4|4	Pop												
0546_18days	1.470860116	100	A	95.87628866	95.90163934	0	0	65	4|4	Rock												
0547_1901boflexdpassionpitremix	2.263154054	100	A	91.48211244	91.83673469	96.2585034	100	144	4|4	Dance/Electronic												
0548_2getherextended	2.361428538	100	A	99.80544747	99.2248062	99.61089494	100	129	4|4	Hip-Hop												
0549_515	2.674104854	100	A	96.20253165	0	96.39934534	96.1038961	82	4|4	Pop												
0550_aboutyounow	1.599138746	100	A	47.05882353	34.375	46.484375	54.6875	165	4|4	Pop												
0551_accordingtoyou	2.176454456	100	A	96.875	96.15384615	97.79681763	97.54901961	131	4|4	Pop												
0552_addicted	1.57580788	99.17355372	B	96.34888438	95.93495935	0	0	138	4|4	Rock												
0553_alivefeatthegoodnatured	2.331119775	100	A	97.93814433	97.94520548	98.96907216	98.63013699	128	4|4	Dance/Electronic												
0554_allalright	1.325055617	100	A	96.94533762	97.41935484	95.83333333	97.43589744	80	4|4	Pop												
0555_allaroundme	1.987432426	100	A	95.96602972	96.58119658	96.17021277	96.61016949	147	4|4	Rock												
0556_allaroundtheworld	2.388933703	100	A	98.43444227	98.4375	67.45098039	31.25	128	4|4	Pop												
0557_alligator	2.787956666	100	A	98.66220736	98.64864865	95.33333333	97.2972973	115	4|4	Pop												
0558_allnightlong	1.664792916	100	A	99.09502262	100	98.64864865	0	140	4|4	Pop												
0559_alltherightmoves	1.776368318	100	A	96.97508897	97.87234043	99.64539007	100	146	4|4	Pop												
0560_almostlovenow	3.34961114	100	A	98.32214765	98.66666667	97.98994975	98.65771812	92	4|4	Pop												
0561_alorsondanse	2.021824451	100	A	98.89624724	99.11504425	87.76185226	98.2300885	123	4|4	Hip-Hop												
0562_alreadygone	1.673062005	100	A	98.21428571	98.80952381	98.06547619	98.21428571	74	4|4	Pop												
0563_americanboy	2.464375162	100	A	98.66071429	99.10714286	98.66071429	0	125	4|4	Dance/Electronic												
0564_americanboybenny	1.913034549	100	A	99.06367041	99.25373134	0.3745318352	0	129	4|4	Dance/Electronic												
0565_americanhoney	2.390312983	98.7012987	B	97.10610932	97.43589744	98.69067103	98.69281046	86	4|4	Country												
0566_americanwoman	3.00168937	100	A	98.40764331	97.46835443	99.51377634	99.35064935	84	4|4	Rock												
0567_anythingcouldhappen	2.501770464	100	A	97.72256729	98.33333333	96.35796046	97.91666667	102	4|4	Pop												
0568_apologize	3.207858323	97.61904762	B	93.76770538	89.77272727	93.78531073	72.72727273	59	4|4	Pop	One											
0569_arrow	2.096797787	100	A	74.16267943	73.33333333	73.20574163	76.92307692	138	4|4	Pop												
0570_aslongasyouloveme	1.85615558	98.46153846	B	97.32313576	96.15384615	97.70114943	0	70	4|4	Pop												
0571_atlantis	1.137861631	100	A	86.37274549	84.92063492	0	0	70	4|4	Pop												
0572_awake	2.346961806	100	A	98.89196676	98.9010989	0.1386962552	0	101	4|4	Hip-Hop												
0573_babyludacris	3.166523039	100	A	97.98657718	98.21428571	93.80530973	0	130	4|4	Pop												
0574_badromanceappboyz	2.687316666	99.2	B	99.3902439	100	99.1902834	100	130	4|4	Dance/Electronic												
0575_badromanceskrillexremix	2.443140712	100	A	100	100	99.81149859	99.62406015	124	4|4	Dance/Electronic												
0576_barbrastreisand	2.628203098	100	A	100	100	100	0	127	4|4	Dance/Electronic												
0577_battlefieldmainversion	1.561165619	100	A	98.37837838	98.55072464	98.58156028	98.57142857	72	4|4	Pop												
0578_bealright	2.329214462	100	A	94.76923077	0	91.93037975	0	107	4|4	Pop												
0579_beatitstudioversion	1.402468951	100	A	99.81751825	100	98.91696751	0	150	4|4	Rock												
0580_beautiful	2.609218301	100	A	96.95945946	97.2972973	99.1349481	98.62068966	76	4|4	Pop												
0581_beautifulcarlyrae	3.273561729	93.97590361	C	98.20359281	51.80722892	97.86259542	91.875	104	4|4	Pop	Some											
0582_beautifulday	2.000435974	100	A	99.0512334	99.24242424	92.33576642	0	136	4|4	Alternative												
0583_beautifulgirls	2.591221084	100	A	99.78858351	100	94.51476793	5.084745763	130	4|4	Pop												
0584_beautifulmind	1.93898863	100	A	89.98242531	92.30769231	51.9434629	23.94366197	143	4|4	Dance/Electronic												
0585_beautyandabeat	2.492121249	100	A	98.7394958	99.15966387	98.7394958	100	128	4|4	Pop												
0586_bed	1.707508789	100	A	81.26315789	81.3559322	44.11764706	48.33333333	128	4|4	Hip-Hop												
0587_bedrock	2.653431655	98.86363636	B	97.42120344	62.06896552	99.42775393	98.27586207	74	4|4	Hip-Hop	One											
0588_believe	2.41400348	100	A	95.17241379	95.83333333	90.74733096	21.42857143	80	4|4	Pop												
0589_bestieverhad	2.76994968	100	A	97.63313609	97.64705882	0	0	81	4|4	Hip-Hop												
0590_betterintime	3.530856441	100	A	97.75641026	97.43589744	99.83579639	0	82	4|4	Pop												
0591_biggirlsdontcry	2.633797696	100	A	98.72340426	99.14529915	0	0	113	4|4	Pop												
0592_blameit	1.970685057	100	A	100	0	99.90375361	99.61538462	125	4|4	Dance/Electronic												
0593_blameitradioedit	2.618935439	100	A	97.6	95.74468085	99.59349594	98.91891892	88	4|4	Hip-Hop												
0594_bleedinglove	2.663925752	100	A	98.50746269	99	99.36788875	98.48484848	104	4|4	Pop												
0595_blonde	3.266331365	100	A	93.09090909	81.15942029	98.36363636	0	90	4|4	Pop	one											
0596_bonbon	1.97339582	100	A	100	100	86.21586476	33.33333333	127	4|4	Dance/Electronic												
0597_boomboomguetta	2.536852197	100	A	99.6	100	84.8	14.28571429	128	4|4	Hip-Hop												
0598_boomboompow	2.611838492	100	A	95.84245077	95.61403509	95.19650655	0	130	4|4	Hip-Hop												
0599_boyfriend	3.58013031	98.52941176	B	98.51301115	98.50746269	0	0	97	4|4	Pop												
0600_breakeven	2.653320303	100	A	99.23469388	100	96.42401022	90.30612245	94	4|4	Pop												
0601_breakitup11	2.697900063	100	A	98.2832618	98.29059829	98.2832618	98.30508475	130	4|4	Dance/Electronic												
0602_breaktheice	2.300907865	100	A	98.91304348	98.91304348	68.64864865	0	117	4|4	Pop												
0603_breaktheicejasonnevinsmix	2.63495098	100	A	100	100	0	0	126	4|4	Dance/Electronic												
0604_bustitbabypart2	3.953006802	100	A	100	100	99.66386555	99.32432432	79	4|4	Hip-Hop												
0605_byebyenoamericanidol	2.291397953	100	A	98.71323529	99.26470588	98.53479853	98.55072464	140	4|4	Dance/Electronic												
0606_byyourside	2.078301129	100	A	98.74476987	99.15966387	0	0	132	4|4	Dance/Electronic												
0607_cantholdus	2.507983486	100	A	99.35170178	98.70967742	99.35275081	0	73	4|4	Hip-Hop												
0608_canttellmenothing	2.965481493	100	A	98.30508475	98.87640449	95.89235127	96.59090909	80	4|4	Hip-Hop												
0609_carryon	2.254863868	100	A	96.41350211	96.61016949	0	0	104	4|4	Alternative												
0610_castle	2.87787485	100	A	96.25246548	96.82539683	0	0	120	4|4	Hip-Hop												
0611_catchingfeelings	3.548882059	100	A	99.0881459	98.79518072	96.49923897	63.85542169	88	4|4	Pop												
0612_celebrate4evermore	2.190963026	100	A	99.3258427	100	99.10313901	100	130	4|4	Dance/Electronic												
0613_celebrationbennybenassi	1.710591601	100	A	99.84917044	0	99.9245283	99.39759036	129	4|4	Dance/Electronic												
0614_cinema	2.087645009	100	A	99.80694981	99.23076923	87.25868726	0	128	4|4	Dance/Electronic												
0615_circus	3.295221366	100	A	97.4137931	97.70114943	97.14285714	97.6744186	115	4|4	Dance/Electronic												
0616_citygirl	2.496048543	100	A	97.3880597	99.25373134	98.88888889	100	69	4|4	Pop												
0617_citylights	3.097638556	100	A	97.87878788	97.59036145	99.07834101	98.77300614	84	4|4	Pop												
0618_clocks	2.139542518	100	A	99.61538462	100	0	0	131	4|4	Alternative												
0619_closer	2.611204788	100	A	99.58333333	100	67.78242678	21.66666667	126	4|4	R&B												
0620_closertands	1.766520793	100	A	99.34354486	0	95.79831933	0	137	4|4	Pop												
0621_clubcanthandleme	2.507904604	100	A	99.60578187	100	99.47506562	100	128	4|4	Pop												
0622_clumsy	2.567865369	100	A	0	0	99.66555184	0	92	4|4	Pop												
0623_comeongethigher	2.968357835	100	A	96.22641509	96.25	97.44816587	97.4522293	92	4|4	Alternative												
0624_comeonover	2.388550393	100	A	98.9154013	99.13043478	98.7012987	100	130	4|4	Dance/Electronic												
0625_complicated	2.174547392	100	A	96.91558442	96.75324675	96.4516129	96.15384615	78	4|4	Alternative												
0626_coolerthanme	2.649748808	100	A	98.00443459	0	71.55555556	73.21428571	130	4|4	Pop												
0627_cowboyboots	2.812800735	100	A	92.40924092	90.78947368	88.09917355	87.5	73	4|4	Hip-Hop												
0628_crankthatsouljaboy	1.382821986	100	A	99.6039604	99.20634921	99.60474308	100	70	4|4	Hip-Hop												
0629_crush	2.852011273	100	A	98.53479853	98.52941176	98.89502762	97.79411765	81	4|4	Pop												
0630_crushcrushcrush	2.149469383	100	A	99.24623116	100	98.99497487	0	137	4|4	Rock												
0631_curiosity	2.302216303	100	A	97.90697674	98.13084112	95.11059371	95.3271028	124	4|4	Pop												
0632_cyclone	3.912349002	100	A	98.93238434	100	0	0	78	4|4	Hip-Hop												
0633_dancingmachine	2.56760221	100	A	98.63760218	97.82608696	98.90710383	0	116	4|4	Pop												
0634_dangerous	2.938473774	100	A	98.63945578	99.09090909	98.63636364	0	117	4|4	Hip-Hop												
0635_daynnite	3.181260362	100	A	84.67741935	0	2.985074627	0	69	4|4	Hip-Hop												
0636_daynnitecrookersremix	2.543841103	100	A	99.70674487	100	0	0	130	4|4	Hip-Hop												
0637_daynniteremix	2.428560145	100	A	93.25842697	93.28358209	0	0	129	4|4	Hip-Hop												
0638_deadandgone	2.294914059	100	A	95.69471624	76.5625	94.53125	0	67	4|4	Hip-Hop												
0639_dieinyourarms	3.119996875	100	A	99.0990991	100	98.94894895	99.39759036	86	4|4	Pop												
0640_disturbia2	2.675788685	100	A	95.99156118	95.79831933	98.75	0	125	4|4	Hip-Hop												
0641_dontchaibiz	1.830781059	100	A	90.82774049	69.36936937	98.76404494	0	129	4|4	Pop												
0642_dontconfess	2.738445566	98.46153846	B	98.2421875	97.65625	98.4375	98.4375	57	4|4	Pop												
0643_dontrush	2.096330028	100	A	94.89489489	95.18072289	94.04761905	0	128	4|4	Pop												
0644_dontsayaword	1.702617187	100	A	62.2406639	44.62809917	62.95525494	35	125	4|4	Pop												
0645_dontstopthemusic	2.360276035	100	A	98.68421053	99.2481203	97.17779868	97.36842105	123	4|4	Pop												
0646_dontstopthemusicmiami	1.996364598	100	A	98.47826087	99.13043478	0	0	128	4|4	Pop												
0647_dontthinkidontthinkaboutit	2.19216755	100	A	97.14964371	96.19047619	93.18181818	92.72727273	75	4|4	Country												
0648_donttrustme	2.174989689	100	A	96.2962963	97.02970297	93.10344828	92.15686275	130	4|4	Pop												
0649_down	2.814140964	100	A	99.77973568	100	100	0	132	4|4	R&B												
0650_downlilwayne	3.015192871	100	A	99.10313901	0	99.3258427	100	132	4|4	Pop												
0651_doyouremember	2.883690636	100	A	96.00938967	96.26168224	96.71361502	98.14814815	126	4|4	R&B												
0652_drovemewild	2.45230752	100	A	98.53556485	99.15966387	99.47145877	99.15611814	129	4|4	Pop												
0653_dynamite	2.694575237	100	A	98.88734353	98.88888889	99.44289694	0	123	4|4	Pop												
0654_dynamitemixinmarc	2.773749387	100	A	99.22279793	100	0	0	120	4|4	Pop												
0655_earthquakey	2.121305026	100	A	91.63636364	55.79710145	100	0	128	4|4	Dance/Electronic												
0656_englishmaninnewyork	1.712833577	100	A	64.73829201	64.83516484	26.83264177	95.5801105	124	4|4	Pop												
0657_enursbonfire	2.112944101	100	A	98.60335196	98.88888889	97.34265734	98.88888889	129	4|4	Hip-Hop												
0658_evacuatethedancefloor	2.55613267	100	A	99.76359338	100	99.06103286	100	127	4|4	Pop												
0659_everybody	1.966423559	100	A	78.05555556	78.88888889	97.5	0	94	4|4	Country												
0660_everymorning	2.024597218	100	A	99.83471074	99.34210526	99.669967	98.68421053	145	4|4	Dance/Electronic												
0661_everythingaboutyou	2.195271812	99.13043478	B	96.93654267	96.49122807	96.94323144	98.24561404	130	4|4	Pop												
0662_everytimewetouch	2.019173185	100	A	91.51712887	94.11764706	99.6742671	0	129	4|4	Dance/Electronic												
0663_explosions	1.517489126	100	A	89.38992042	78.72340426	88.29931973	61.20218579	96	4|4	Pop												
0664_eyesextendedmix	2.246751634	100	A	100	100	99.75429975	99.01960784	128	4|4	Dance/Electronic												
0665_fall	2.970234097	100	A	94.57831325	96.38554217	93.21266968	0	83	4|4	Pop												
0666_fallin	2.004911743	0	D	87.12871287	0	0	88	96	6|8	R&B												
0667_fallinericvendetta	1.369454476	100	A	97.37417943	97.39130435	98.55715871	98.67256637	126	4|4	Dance/Electronic												
0668_fallinganthem	2.630786363	100	A	100	100	99.63636364	98.55072464	128	4|4	Dance/Electronic												
0669_fastforwardffwd	2.794785332	100	A	98.3490566	99.05660377	94.36619718	94.44444444	125	4|4	Pop												
0670_fearless	2.61844297	98.96907216	B	94.47236181	94	97.02842377	96.39175258	100	4|4	Pop												
0671_feedback	2.747740963	100	A	99.31350114	100	98.19004525	0	115	4|4	Pop												
0672_feelitinmybones	2.23730196	100	A	99.32508436	99.54954955	99.88751406	99.77477477	130	4|4	Pop												
0673_feelsliketonight	1.692943307	100	A	97	96.8	0	0	131	4|4	Pop												
0674_feelsocloseextendedmix	2.831810448	100	A	99.82332155	99.29577465	100	0	128	4|4	Pop												
0675_feelwhatyoufeelavatar	1.729160021	100	A	76.74418605	77.51937985	88.41698842	95.38461538	141	4|4	Dance/Electronic												
0676_figure8	1.344042019	100	A	91.85059423	93.91891892	0	2.027027027	74	4|4	Pop												
0677_fireburning	2.557031179	100	A	100	100	99.78791092	99.14893617	123	4|4	Hip-Hop												
0678_fireflies	2.05391693	100	A	97.46031746	98.73417722	95.52	95.56962025	90	4|4	Pop												
0679_firsttime	2.171430448	100	A	57.90697674	26.85185185	41.37115839	26.54028436	130	4|4	Alternative												
0680_fixaheart	2.246115801	0	D	0	100	97.98387097	0	80	6|8	Pop												
0681_flashinglights	3.022283231	100	A	95.94202899	95.40229885	91.29172714	91.95402299	90	4|4	Hip-Hop												
0682_forever	2.774834782	100	A	99.81378026	99.25925926	98.15498155	0	120	4|4	Pop												
0683_foreverextendedmix	2.311528764	100	A	99.78723404	99.15254237	99.57446809	98.30508475	128	4|4	Dance/Electronic												
0684_foreveryoungstate	1.619441349	100	A	97.39130435	100	0	0	140	4|4	Dance/Electronic												
0685_forgottolaugh	2.146237331	98.5915493	B	98.92857143	98.57142857	98.75	97.85714286	91	4|4	Pop												
0686_fortheloveofadaughter	1.748745668	100	A	97.30337079	97.32142857	0	0	115	4|4	Pop												
0687_getouttamyway	2.482882696	99.44751381	B	99.85955056	0	99.71910112	0	128	4|4	Pop												
0688_getthepartystarted	2.360682088	100	A	98.75	99	0	0	129	4|4	Pop												
0689_gettinoveryou	2.275820567	100	A	96.89807976	98.81656805	61.0619469	98.82352941	130	4|4	Dance/Electronic												
0690_givemeeverything	2.076513707	100	A	100	100	99.57446809	98.30508475	128	4|4	Pop												
0691_givesyouhell	2.6918709	100	A	97.6744186	97.6744186	97.52906977	97.09302326	100	4|4	Pop												
0692_giveyourheartabreakdos	1.843117321	100	A	99.02676399	99.02912621	99.02912621	100	123	4|4	Pop												
0693_gold	3.003395734	100	A	100	100	95.75402635	94.76744186	86	4|4	Hip-Hop												
0694_goldenroad	2.207308759	100	A	97.60869565	98.26086957	0	0	128	4|4	Pop												
0695_goodbyegoodbye	2.4817703	100	A	98.45474614	99.11504425	98.23788546	98.24561404	135	4|4	Pop												
0696_goodgirlsgobad	1.970739404	100	A	99.47368421	98.94736842	0.7874015748	0	120	4|4	Pop												
0697_goodlife	2.07380672	100	A	95.84245077	96.49122807	0	0	128	4|4	Pop												
0698_goodtime	2.086243017	100	A	99.75369458	99.01960784	96.17755857	0	126	4|4	Pop												
0699_gotmoney	3.279145469	100	A	96.36363636	96.38554217	97.69230769	98.14814815	82	4|4	Hip-Hop												
0700_gottabesomebody	2.158312825	100	A	94.92600423	94.95798319	97.7124183	97.82608696	116	4|4	Alternative												
0701_gottabeyou	2.10270046	100	A	89.88095238	91.66666667	0	0	85	4|4	Pop												
0702_greenlight	2.55021017	100	A	96.59863946	0	99.47460595	100	155	4|4	Pop												
0703_grenadeangelo	2.514543034	100	A	91.64556962	90.90909091	92.46231156	98	128	4|4	Dance/Electronic												
0704_guitarstringweddingring	1.839527912	100	A	90.14423077	74.03846154	97.71084337	98.06763285	124	4|4	Pop												
0705_haditall	2.079682289	100	A	98.36448598	98.13084112	94.19642857	94.64285714	75	4|4	Pop												
0706_halcyon	2.233663008	100	A	96.5	96	0	0	120	4|4	Pop												
0707_halfwaygone	2.32674722	100	A	97.69820972	97.95918367	93.91979301	98.96373057	125	4|4	Alternative												
0708_haloradioedit	2.190880071	100	A	99.31506849	100	99.31389365	99.31506849	80	4|4	Pop												
0709_hangingon	1.509772666	100	A	92.17391304	93.91304348	94.34782609	98.24561404	70	4|4	Pop												
0710_hardjeezy	2.279686305	100	A	91.08108108	90.32258065	99.73009447	99.46236559	91	4|4	Hip-Hop												
0711_heartheartheartbreak	1.853754412	100	A	99.76798144	100	99.76771196	99.53703704	130	4|4	Alternative												
0712_heartless	2.335797804	98.7012987	B	0	0	99.66555184	100	88	4|4	Hip-Hop												
0713_heartofgoldnow	1.998725206	100	A	98.87387387	99.0990991	99.10313901	0	128	4|4	Pop												
0714_hell	1.72899778	100	A	73.1884058	81.15942029	98.00362976	97.82608696	166	4|4	Pop												
0715_hellodadalife	1.802805102	100	A	76.00700525	41.95804196	0	0	128	4|4	Pop												
0716_heroheroine	1.557633472	100	A	96.85863874	97.2027972	70.84745763	71.62162162	82	4|4	Alternative												
0717_heysoulsister	3.035886668	100	A	98.21958457	98.80952381	97.92592593	97.63313609	97	4|4	Pop												
0718_heytheredelilah	1.444562095	100	A	65.47314578	65.97938144	30.6122449	31.63265306	104	4|4	Alternative												
0719_hipsdontlie	2.161606926	100	A	97.72079772	98.85057471	99.56331878	98.8372093	100	4|4	Pop												
0720_holditagainstme2	1.9856544	100	A	97.84946237	98.27586207	97.85407725	98.27586207	133	4|4	Pop												
0721_holdup	2.050549687	100	A	97.74647887	97.75280899	96.64804469	0	129	4|4	Pop												
0722_hotbody	1.690985182	100	A	99.21104536	99.21259843	50.19762846	58.73015873	128	4|4	Dance/Electronic												
0723_hotelroomservice	2.653382962	100	A	99.79466119	100	92.0781893	68.03278689	126	4|4	Hip-Hop												
0724_hotmessdj	2.451078664	98.73417722	B	98.35526316	98.68421053	0	0	120	4|4	Pop												
0725_hotncold	2.491217006	100	A	97.4248927	97.43589744	96.18644068	96.61016949	132	4|4	Pop												
0726_hotplay	2.459836333	100	A	95.21912351	98.41269841	99.60159363	98.41269841	128	4|4	Dance/Electronic												
0727_howcomeyoudontwantme	2.298180535	100	A	98.94366197	100	0	0	105	4|4	Pop												
0728_howyouremindme	1.746226161	100	A	97.02479339	97.35099338	94.23076923	94.87179487	86	4|4	Alternative												
0729_hurricane	3.289695521	100	A	99.47089947	100	94.82071713	94.73684211	95	4|4	Pop												
0730_hurtssogood	2.331017907	98.98989899	B	98.97959184	98.97959184	72.95918367	24.48979592	128	4|4	Dance/Electronic												
0731_icouldntbeyourfriend	1.767273649	100	A	90.66901408	90.84507042	56.09756098	54.16666667	135	4|4	Pop												
0732_idontwannabeinlove	2.649451139	100	A	97.84482759	98.27586207	97.8425027	98.26839827	125	4|4	Pop												
0733_ifihadyou	2.591444858	100	A	99.78768577	100	99.57627119	0	131	4|4	Pop												
0734_iftodaywasyourlastday	1.837213075	100	A	95.83333333	96.66666667	97.17912553	97.74011299	90	4|4	Alternative												
0735_ifuseeamy	2.542730656	100	A	98.89135255	99.11504425	83.11111111	12.28070175	130	4|4	Pop												
0736_igotafeeling	2.305464831	100	A	98.62475442	99.21259843	98.43137255	0	128	4|4	Pop												
0737_ihatethispart	3.189317155	100	A	94.87179487	95.87628866	98.98477157	0	112	4|4	Pop												
0738_ihearnoises	2.310874483	100	A	99.33333333	100	99.11111111	0	130	4|4	Pop												
0739_ikissedagirl	2.747884551	100	A	99.46808511	100	99.46808511	100	130	4|4	Pop												
0740_ikissedagirljasonnevins	2.428504002	100	A	99.77973568	99.12280702	99.55947137	98.24561404	132	4|4	Pop												
0741_iknowyoucare	1.162914333	100	A	90.54054054	0	78.88283379	23.91304348	111	4|4	Pop												
0742_iknowyouwantme2	2.593497895	100	A	97.6	97.87234043	97.34042553	97.87234043	127	4|4	Pop												
0743_iminloveiwannadoit	1.902258734	100	A	91.2543153	36.40552995	87.16177317	28.34101382	128	4|4	Pop												
0744_immabe	2.139854783	100	A	39.39393939	37.93103448	51.39949109	51.51515152	92	4|4	Hip-Hop												
0745_immabewolf	1.810543795	100	A	92.65367316	93.41317365	0	0	128	4|4	Dance/Electronic												
0746_imnotyourhero	2.010157103	100	A	98.4375	98.21428571	0.1117318436	0	122	4|4	Pop												
0747_imreal	2.955585134	100	A	99.14040115	0	98.6975398	99.42528736	83	4|4	Hip-Hop												
0748_imyours	2.514321985	99.23664122	B	55.5984556	41.53846154	97.88461538	98.46153846	151	4|4	Pop												
0749_indestructible2	2.409898703	100	A	97.32620321	98.93617021	0	0	124	4|4	Dance/Electronic												
0750_ineedyourlove	2.061362248	100	A	96.65970772	97.5	98.1032666	98.31223629	125	4|4	Pop												
0751_inlovewithagirl	2.094054841	100	A	99.62962963	0	99.44444444	98.51851852	81	4|4	Alternative												
0752_inmyhead	2.412705291	100	A	97.72079772	97.72727273	94.70672389	80.57142857	110	4|4	Pop												
0753_inreallife	2.140256226	100	A	98.45814978	98.2300885	98.6784141	98.24561404	79	4|4	Pop												
0754_intothegroove	1.889586055	100	A	98.63013699	99.21259843	0	0	128	4|4	Pop												
0755_intothenight	2.396062631	100	A	89.77777778	67.25663717	93.47826087	0	128	4|4	Alternative												
0756_istillmissyou	2.147604074	100	A	99.65694683	99.31506849	97.33333333	0	78	4|4	Country												
0757_itaintover	2.428909676	100	A	98.88143177	99.10714286	98.66071429	100	130	4|4	Dance/Electronic												
0758_itgetsbetter	1.339830269	100	A	98.16053512	98.65771812	0	0	85	4|4	Alternative												
0759_itgirljasonnevins	2.3462316	100	A	95.38258575	95.26315789	87.33509235	98.94736842	128	4|4	Dance/Electronic												
0760_iwannarock	3.297389176	100	A	97.42857143	97.72727273	98.29545455	97.72727273	91	4|4	Hip-Hop												
0761_iwant	2.711012554	100	A	100	100	100	100	128	4|4	Pop												
0762_iwantitthatway	3.025638603	100	A	96.49122807	96.51162791	82.2122571	0	99	4|4	Pop												
0763_iwasafool	2.736046277	98.63013699	B	97.57785467	98.61111111	97.87610619	97.18309859	88	4|4	Pop												
0764_iwish	2.368718321	100	A	99.52941176	100	97.04142012	96.22641509	124	4|4	Pop												
0765_jimmyiovine	1.682342804	100	A	98.63247863	99.31506849	91.09589041	91.78082192	77	4|4	Pop												
0766_justdance	2.991355177	100	A	98.49785408	99.13793103	97.85407725	0	119	4|4	Pop												
0767_justfine	2.86641077	100	A	100	100	99.58333333	0	123	4|4	Pop												
0768_keepsgettinbetter	2.364632486	100	A	97.63779528	97.89473684	95.81151832	95.83333333	130	4|4	Pop												
0769_killa	2.507391794	100	A	98.3490566	99.05660377	98.11320755	0	114	4|4	Pop												
0770_kingofmycastle	2.322986002	100	A	98.21428571	98.21428571	99.09808343	98.64864865	128	4|4	Dance/Electronic												
0771_kisskissmainversion	1.95870154	100	A	93.01919721	92.36111111	92.30769231	93.05555556	70	4|4	Hip-Hop												
0772_kissmebackcrytonight	2.655517366	100	A	99.82817869	99.31506849	99.65635739	98.63013699	133	4|4	Dance/Electronic												
0773_kissmethruthephone	2.507841624	100	A	98.2869379	99.13793103	98.71244635	100	75	4|4	Hip-Hop												
0774_knockyoudown	2.749566799	100	A	99.05063291	98.73417722	97.47235387	97.46835443	155	4|4	Hip-Hop												
0775_knockyoudownbimbojones	1.651490314	100	A	95.95070423	96.47887324	2.636203866	2.816901408	130	4|4	Dance/Electronic												
0776_krazy	2.044940156	100	A	100	100	0	0	129	4|4	Hip-Hop												
0777_lebump	1.930033804	100	A	43.82022472	0	44.84304933	0	128	4|4	Pop												
0778_letitrock	1.927976261	100	A	98.82075472	99.05660377	0	0	113	4|4	Pop												
0779_letitrockfilthy	2.176485111	100	A	99.78902954	99.15966387	0	0	127	4|4	Dance/Electronic												
0780_letmebereal	2.468236328	100	A	100	100	0	0	126	4|4	Pop												
0781_lettinggoduttylove	2.202561406	100	A	44.57478006	45.34883721	54.54545455	53.48837209	92	4|4	Pop												
0782_lifeafteryou	1.964579068	0	D	0	94.04761905	92.21789883	0	77	4|4	Pop												
0783_lighton	1.852353248	100	A	95.07186858	94.26229508	0.205338809	0	66	4|4	Alternative												
0784_lightweight	2.566842192	0	D	0	93.6	0	98.38709677	95	6|8	Pop												
